expfile,m,n,k
exp_128_01.csv,7574,7555,128
exp_128_01.csv,7363,6020,128
exp_128_01.csv,2934,4441,128
exp_128_01.csv,7555,7574,128
exp_128_01.csv,11582,5177,128
exp_128_01.csv,7220,7577,128
exp_128_01.csv,2390,3240,128
exp_128_01.csv,14110,2025,128
exp_128_01.csv,11643,6716,128
exp_128_01.csv,7337,6747,128
exp_128_01.csv,1018,10257,128
exp_128_01.csv,11993,4771,128
exp_128_01.csv,3670,10649,128
exp_128_01.csv,7843,6975,128
exp_128_01.csv,1534,13601,128
exp_128_01.csv,6895,4144,128
exp_128_01.csv,6356,6973,128
exp_128_01.csv,6315,1226,128
exp_128_01.csv,5350,4872,128
exp_128_01.csv,6974,10465,128
exp_128_01.csv,5125,4568,128
exp_128_01.csv,4924,11620,128
exp_128_01.csv,1957,9299,128
exp_128_01.csv,10465,6974,128
exp_128_01.csv,5794,10349,128
exp_128_01.csv,9723,6703,128
exp_128_01.csv,2086,5005,128
exp_128_01.csv,4441,2934,128
exp_128_01.csv,4227,7993,128
exp_128_01.csv,10894,5504,128
exp_128_01.csv,1226,6315,128
exp_128_01.csv,5659,8288,128
exp_128_01.csv,10463,5972,128
exp_128_01.csv,7693,10164,128
exp_128_01.csv,5504,10894,128
exp_128_01.csv,4787,10341,128
exp_128_01.csv,9055,571,128
exp_128_01.csv,2,2,2
exp_128_01.csv,9299,1957,128
exp_128_01.csv,3914,9331,128
exp_128_01.csv,13885,1686,128
exp_128_01.csv,5005,2086,128
exp_128_01.csv,3131,6664,128
exp_128_01.csv,7212,4685,128
exp_128_01.csv,7632,9899,128
exp_128_01.csv,3240,2390,128
exp_128_01.csv,4241,6737,128
exp_128_01.csv,9765,4539,128
exp_128_01.csv,6716,11643,128
exp_128_01.csv,8600,6361,128
exp_128_01.csv,6091,5547,128
exp_128_01.csv,9331,3914,128
exp_128_01.csv,579,4420,128
exp_128_01.csv,5922,7030,128
exp_128_01.csv,3,3,3
exp_128_01.csv,11784,6411,128
exp_128_01.csv,5733,11821,128
exp_128_01.csv,11821,5733,128
exp_128_01.csv,4513,567,128
exp_128_01.csv,11091,6345,128
exp_128_01.csv,10649,3670,128
exp_128_01.csv,6345,11091,128
exp_128_01.csv,9351,5016,128
exp_128_01.csv,8047,7765,128
exp_128_01.csv,12610,614,128
exp_128_01.csv,7577,7220,128
exp_128_01.csv,7030,5922,128
exp_128_01.csv,4539,9765,128
exp_128_01.csv,8288,5659,128
exp_128_01.csv,2621,13935,128
exp_128_01.csv,3602,11557,128
exp_128_01.csv,10935,1423,128
exp_128_01.csv,15443,1351,128
exp_128_01.csv,6737,4241,128
exp_128_01.csv,1423,10935,128
exp_128_01.csv,10679,6834,128
exp_128_01.csv,6703,9723,128
exp_128_01.csv,13601,1534,128
exp_128_01.csv,6361,8600,128
exp_128_01.csv,9629,6489,128
exp_128_01.csv,10770,2898,128
exp_128_01.csv,8471,1538,128
exp_128_01.csv,9400,7487,128
exp_128_01.csv,11557,3602,128
exp_128_01.csv,11620,4924,128
exp_128_01.csv,1,1,1
exp_128_01.csv,7941,4599,128
exp_128_01.csv,3215,14589,128
exp_128_01.csv,4382,1180,128
exp_128_01.csv,9099,1710,128
exp_128_01.csv,10382,7277,128
exp_128_01.csv,10293,6837,128
exp_128_01.csv,4685,7212,128
exp_128_01.csv,6975,7843,128
exp_128_01.csv,6664,3131,128
exp_128_01.csv,12785,3256,128
exp_128_01.csv,6747,7337,128
exp_128_01.csv,1686,13885,128
exp_128_01.csv,10341,4787,128
exp_128_01.csv,5376,3385,128
exp_128_01.csv,1180,4382,128
exp_128_01.csv,937,13904,128
exp_128_01.csv,3894,6012,128
exp_128_01.csv,4420,579,128
exp_128_01.csv,972,10742,128
exp_128_01.csv,9899,7632,128
exp_128_01.csv,1710,9099,128
exp_128_01.csv,5177,11582,128
exp_128_01.csv,1892,8224,128
exp_128_01.csv,2898,10770,128
exp_128_01.csv,7645,8525,128
exp_128_01.csv,3349,9319,128
exp_128_01.csv,8224,1892,128
exp_128_01.csv,3385,5376,128
exp_128_01.csv,2025,14110,128
exp_128_01.csv,2966,1743,128
exp_128_01.csv,10812,6750,128
exp_128_01.csv,4568,5125,128
exp_128_01.csv,12926,5042,128
exp_128_01.csv,10164,7693,128
exp_128_01.csv,4144,6895,128
exp_128_01.csv,6834,10679,128
exp_128_01.csv,5240,4975,128
exp_128_01.csv,5972,10463,128
exp_128_01.csv,3459,7536,128
exp_128_01.csv,6154,5072,128
exp_128_01.csv,2158,1186,128
exp_128_01.csv,6411,11784,128
exp_128_01.csv,9436,5527,128
exp_128_01.csv,1538,8471,128
exp_128_01.csv,6012,3894,128
exp_128_01.csv,567,4513,128
exp_128_01.csv,10349,5794,128
exp_128_01.csv,6837,10293,128
exp_128_01.csv,5547,6091,128
exp_128_01.csv,5016,9351,128
exp_128_01.csv,1186,2158,128
exp_128_01.csv,614,12610,128
exp_128_01.csv,14589,3215,128
exp_128_01.csv,11725,4222,128
exp_128_01.csv,4872,5350,128
exp_128_01.csv,4248,9200,128
exp_128_01.csv,6020,7363,128
exp_128_01.csv,6750,10812,128
exp_128_01.csv,5072,6154,128
exp_128_01.csv,13904,937,128
exp_128_01.csv,4222,11725,128
exp_128_01.csv,4925,10589,128
exp_128_01.csv,5739,13625,128
exp_128_01.csv,2233,8149,128
exp_128_01.csv,7277,10382,128
exp_128_01.csv,9200,4248,128
exp_128_01.csv,9359,4176,128
exp_128_01.csv,571,9055,128
exp_128_01.csv,6489,9629,128
exp_128_01.csv,13625,5739,128
exp_128_01.csv,1743,2966,128
exp_128_01.csv,5891,11504,128
exp_128_01.csv,8149,2233,128
exp_128_01.csv,8525,7645,128
exp_128_01.csv,7536,3459,128
exp_128_01.csv,12151,4292,128
exp_128_01.csv,10742,972,128
exp_128_01.csv,2048,2048,2048
exp_128_01.csv,10257,1018,128
exp_128_01.csv,5042,12926,128
exp_128_01.csv,13935,2621,128
exp_128_01.csv,6973,6356,128
exp_128_01.csv,10589,4925,128
exp_128_01.csv,3256,12785,128
exp_128_01.csv,5455,12423,128
exp_128_01.csv,4292,12151,128
exp_128_01.csv,7765,8047,128
exp_128_01.csv,7487,9400,128
exp_128_01.csv,4975,5240,128
exp_128_01.csv,7993,4227,128
exp_random_11.csv,482,2480,8090
exp_random_11.csv,557,950,15135
exp_random_11.csv,592,496,7938
exp_random_11.csv,2294,922,4256
exp_random_11.csv,1103,987,6425
exp_random_11.csv,3000,1877,651
exp_random_11.csv,2539,1644,1919
exp_random_11.csv,314,2844,736
exp_random_11.csv,12853,295,1053
exp_random_11.csv,2539,958,2876
exp_random_11.csv,615,8931,606
exp_random_11.csv,1859,6474,249
exp_random_11.csv,3033,1124,390
exp_random_11.csv,2535,786,5024
exp_random_11.csv,1173,1438,2564
exp_random_11.csv,1673,1692,2122
exp_random_11.csv,3241,1986,1555
exp_random_11.csv,12169,819,769
exp_random_11.csv,343,4823,1211
exp_random_11.csv,1307,1290,3754
exp_random_11.csv,11271,1783,365
exp_random_11.csv,331,3075,5565
exp_random_11.csv,4823,343,1211
exp_random_11.csv,815,2591,1419
exp_random_11.csv,6900,10058,120
exp_random_11.csv,1644,1919,2539
exp_random_11.csv,10058,120,6900
exp_random_11.csv,789,1489,846
exp_random_11.csv,8947,907,492
exp_random_11.csv,4256,2294,922
exp_random_11.csv,1020,3730,1229
exp_random_11.csv,8583,284,3558
exp_random_11.csv,1555,1986,3241
exp_random_11.csv,1809,400,8300
exp_random_11.csv,847,1536,1792
exp_random_11.csv,4568,1442,809
exp_random_11.csv,1287,448,3475
exp_random_11.csv,487,1941,4946
exp_random_11.csv,2876,2539,958
exp_random_11.csv,1431,602,10823
exp_random_11.csv,6505,2906,141
exp_random_11.csv,12853,1053,295
exp_random_11.csv,2104,9174,501
exp_random_11.csv,2161,809,2862
exp_random_11.csv,5986,10238,98
exp_random_11.csv,663,14400,453
exp_random_11.csv,4422,975,1236
exp_random_11.csv,958,2539,2876
exp_random_11.csv,4845,3920,193
exp_random_11.csv,4823,1211,343
exp_random_11.csv,4663,708,2824
exp_random_11.csv,2067,1071,297
exp_random_11.csv,8583,3558,284
exp_random_11.csv,615,606,8931
exp_random_11.csv,5575,571,2828
exp_random_11.csv,606,8931,615
exp_random_11.csv,2667,61,2081
exp_random_11.csv,2480,8090,482
exp_random_11.csv,1537,3482,1246
exp_random_11.csv,297,1071,2067
exp_random_11.csv,2539,1919,1644
exp_random_11.csv,1379,1387,4707
exp_random_11.csv,6425,1103,987
exp_random_11.csv,700,2076,1379
exp_random_11.csv,687,1181,6166
exp_random_11.csv,1078,1122,2752
exp_random_11.csv,2923,3418,468
exp_random_11.csv,1370,4736,873
exp_random_11.csv,1211,4823,343
exp_random_11.csv,3475,1287,448
exp_random_11.csv,6860,796,1221
exp_random_11.csv,3075,5565,331
exp_random_11.csv,1387,4707,1379
exp_random_11.csv,1204,2917,1992
exp_random_11.csv,1859,249,6474
exp_random_11.csv,9396,100,9231
exp_random_11.csv,468,2923,3418
exp_random_11.csv,3754,1290,1307
exp_random_11.csv,2080,3952,770
exp_random_11.csv,7657,820,1008
exp_random_11.csv,297,2067,1071
exp_random_11.csv,1273,4789,1586
exp_random_11.csv,448,1287,3475
exp_random_11.csv,1774,2189,1889
exp_random_11.csv,295,12853,1053
exp_random_11.csv,809,2862,2161
exp_random_11.csv,687,6166,1181
exp_random_11.csv,11909,10174,22
exp_random_11.csv,2824,4663,708
exp_random_11.csv,1379,2076,700
exp_random_11.csv,1122,1078,2752
exp_random_11.csv,7035,512,1389
exp_random_11.csv,769,819,12169
exp_random_11.csv,809,4568,1442
exp_random_11.csv,2923,468,3418
exp_random_11.csv,820,1008,7657
exp_random_11.csv,1071,2067,297
exp_random_11.csv,2564,1438,1173
exp_random_11.csv,8744,1107,896
exp_random_11.csv,482,8090,2480
exp_random_11.csv,10065,537,246
exp_random_11.csv,7952,943,1068
exp_random_11.csv,8744,896,1107
exp_random_11.csv,4789,1586,1273
exp_random_11.csv,8947,492,907
exp_random_11.csv,22,10174,11909
exp_random_11.csv,10065,246,537
exp_random_11.csv,1986,1555,3241
exp_random_11.csv,14400,663,453
exp_random_11.csv,742,1304,6891
exp_random_11.csv,15135,950,557
exp_random_11.csv,4764,924,907
exp_random_11.csv,512,1389,7035
exp_random_11.csv,100,9396,9231
exp_random_11.csv,3393,251,1561
exp_random_11.csv,592,7938,496
exp_random_11.csv,819,769,12169
exp_random_11.csv,1537,1246,3482
exp_random_11.csv,295,1053,12853
exp_random_11.csv,1290,3754,1307
exp_random_11.csv,2906,6505,141
exp_random_11.csv,1221,6860,796
exp_random_11.csv,6166,687,1181
exp_random_11.csv,1941,4946,487
exp_random_11.csv,6900,120,10058
exp_random_11.csv,1536,1792,847
exp_random_11.csv,453,14400,663
exp_random_11.csv,3418,2923,468
exp_random_11.csv,4815,760,1182
exp_random_11.csv,8090,2480,482
exp_random_11.csv,606,615,8931
exp_random_11.csv,1692,1673,2122
exp_random_11.csv,1122,2752,1078
exp_random_11.csv,628,1238,4715
exp_random_11.csv,3920,4845,193
exp_random_11.csv,1379,700,2076
exp_random_11.csv,294,4980,3640
exp_random_11.csv,924,4764,907
exp_random_11.csv,1231,1771,3515
exp_random_11.csv,14400,453,663
exp_random_11.csv,5986,569,193
exp_random_11.csv,537,10065,246
exp_random_11.csv,8300,400,1809
exp_random_11.csv,2161,2862,809
exp_random_11.csv,2076,700,1379
exp_random_11.csv,792,4569,2766
exp_random_11.csv,1530,647,1676
exp_random_11.csv,261,2961,2147
exp_random_11.csv,2081,2667,61
exp_random_11.csv,602,10823,1431
exp_random_11.csv,760,1182,4815
exp_random_11.csv,770,3952,2080
exp_random_11.csv,141,6505,2906
exp_random_11.csv,350,1493,648
exp_random_11.csv,1489,789,846
exp_random_11.csv,5565,331,3075
exp_random_11.csv,4707,1387,1379
exp_random_11.csv,8300,1809,400
exp_random_11.csv,3241,1555,1986
exp_random_11.csv,1107,896,8744
exp_random_11.csv,193,3920,4845
exp_random_11.csv,496,592,7938
exp_random_11.csv,3482,1246,1537
exp_random_11.csv,846,1489,789
exp_random_11.csv,4256,922,2294
exp_random_11.csv,1181,687,6166
exp_random_11.csv,3393,1561,251
exp_random_11.csv,246,537,10065
exp_random_11.csv,10174,22,11909
exp_random_11.csv,1877,3000,651
exp_random_11.csv,246,10065,537
exp_random_11.csv,887,1951,1347
exp_random_11.csv,368,3983,678
exp_random_11.csv,736,2844,314
exp_random_11.csv,1951,1347,887
exp_random_11.csv,809,1442,4568
exp_random_11.csv,1438,2564,1173
exp_random_11.csv,4946,487,1941
exp_random_11.csv,512,7035,1389
exp_random_11.csv,647,1530,1676
exp_random_11.csv,571,2828,5575
exp_random_11.csv,1783,11271,365
exp_random_11.csv,3952,2080,770
exp_random_11.csv,1657,2090,2213
exp_random_11.csv,2539,2876,958
exp_random_11.csv,628,4715,1238
exp_random_11.csv,15135,557,950
exp_random_11.csv,907,924,4764
exp_random_11.csv,1809,8300,400
exp_random_11.csv,2824,708,4663
exp_random_11.csv,5986,193,569
exp_random_11.csv,1673,2122,1692
exp_random_11.csv,4172,6233,128
exp_random_11.csv,1008,1406,1881
exp_random_11.csv,4663,2824,708
exp_random_11.csv,1290,1307,3754
exp_random_11.csv,350,648,1493
exp_random_11.csv,6891,1304,742
exp_random_11.csv,10238,98,5986
exp_random_11.csv,10058,6900,120
exp_random_11.csv,98,5986,10238
exp_random_11.csv,1561,251,3393
exp_random_11.csv,6233,4172,128
exp_random_11.csv,294,3640,4980
exp_random_11.csv,61,2667,2081
exp_random_11.csv,950,557,15135
exp_random_11.csv,2213,2090,1657
exp_random_11.csv,1586,1273,4789
exp_random_11.csv,5024,786,2535
exp_random_11.csv,120,6900,10058
exp_random_11.csv,2471,1739,1938
exp_random_11.csv,1124,390,3033
exp_random_11.csv,1389,7035,512
exp_random_11.csv,504,2152,1530
exp_random_11.csv,736,314,2844
exp_random_11.csv,400,8300,1809
exp_random_11.csv,3075,331,5565
exp_random_11.csv,4715,628,1238
exp_random_11.csv,3983,678,368
exp_random_11.csv,873,1370,4736
exp_random_11.csv,1221,796,6860
exp_random_11.csv,1951,887,1347
exp_random_11.csv,2104,501,9174
exp_random_11.csv,792,2766,4569
exp_random_11.csv,141,2906,6505
exp_random_11.csv,405,7482,989
exp_random_11.csv,6233,128,4172
